shift_date,market,utilization_percent
2016-10-24,9-MIA,41.53
2016-10-23,1-BAY,55.46313
2016-10-23,2-NY,44.23409
2016-10-23,4-LA,59.80481
2016-10-23,5-CHI,62.69725
2016-10-23,6-DAL,59.24023
2016-10-23,7-HOU,40.30734
2016-10-23,8-ATL,44.60524
2016-10-23,9-MIA,43.72616
2016-10-22,1-BAY,68.34847
2016-10-22,2-NY,47.36215
2016-10-22,4-LA,57.32976
2016-10-22,5-CHI,52.50429
2016-10-22,6-DAL,67.55975
2016-10-22,7-HOU,55.71028
2016-10-22,8-ATL,47.62993
2016-10-22,9-MIA,37.83483
2016-10-21,1-BAY,57.59351
2016-10-21,2-NY,47.10738
2016-10-21,4-LA,52.93814
2016-10-21,5-CHI,44.54393
2016-10-21,6-DAL,66.44401
2016-10-21,7-HOU,56.79224
2016-10-21,8-ATL,48.16903
2016-10-21,9-MIA,57.36383
2016-10-20,1-BAY,57.10772
2016-10-20,2-NY,44.6826
2016-10-20,4-LA,43.28024
2016-10-20,5-CHI,44.62336
2016-10-20,6-DAL,54.56167
2016-10-20,7-HOU,44.64101
2016-10-20,8-ATL,51.49871
2016-10-20,9-MIA,46.02477
2016-10-19,1-BAY,42.4437
2016-10-19,2-NY,39.40929
2016-10-19,4-LA,50.09916
2016-10-19,5-CHI,45.35701
2016-10-19,6-DAL,60.46801
2016-10-19,7-HOU,67.55602
2016-10-19,8-ATL,51.26374
2016-10-19,9-MIA,56.86218
2016-10-18,1-BAY,51.30214
2016-10-18,2-NY,41.40351
2016-10-18,4-LA,56.59734
2016-10-18,5-CHI,51.16459
2016-10-18,6-DAL,61.99803
2016-10-18,7-HOU,50.2603
2016-10-18,8-ATL,51.38841
2016-10-18,9-MIA,57.34415
2016-10-17,1-BAY,50.30351
2016-10-17,2-NY,45.97761
2016-10-17,4-LA,52.58266
2016-10-17,5-CHI,60.70656
2016-10-17,6-DAL,65.16702
2016-10-17,7-HOU,56.92837
2016-10-17,8-ATL,51.32956
2016-10-17,9-MIA,52.62172
2016-10-16,1-BAY,52.5221
2016-10-16,2-NY,43.11889
2016-10-16,4-LA,52.7317
2016-10-16,5-CHI,57.61905
2016-10-16,6-DAL,65.49374
2016-10-16,7-HOU,42.88582
2016-10-16,8-ATL,48.92188
2016-10-16,9-MIA,59.48233
2016-10-15,1-BAY,62.19047
2016-10-15,2-NY,56.03724
2016-10-15,4-LA,59.3895
2016-10-15,5-CHI,52.8391
2016-10-15,6-DAL,62.1916
2016-10-15,7-HOU,59.93057
2016-10-15,8-ATL,54.20876
2016-10-15,9-MIA,52.23147
2016-10-14,1-BAY,50.35185
2016-10-14,2-NY,58.40781
2016-10-14,4-LA,56.80179
2016-10-14,5-CHI,40.82279
2016-10-14,6-DAL,68.83284
2016-10-14,7-HOU,60.25145
2016-10-14,8-ATL,69.01206
2016-10-14,9-MIA,60.96157
2016-10-13,1-BAY,44.44819
2016-10-13,2-NY,51.47611
2016-10-13,4-LA,55.39844
2016-10-13,5-CHI,42.15195
2016-10-13,6-DAL,63.73962
2016-10-13,7-HOU,39.80133
2016-10-13,8-ATL,60.2586
2016-10-13,9-MIA,53.38663
2016-10-12,1-BAY,40.37312
2016-10-12,2-NY,50.40199
2016-10-12,4-LA,54.64782
2016-10-12,5-CHI,37.6559
2016-10-12,6-DAL,45.3595
2016-10-12,7-HOU,49.58138
2016-10-12,8-ATL,61.575
2016-10-12,9-MIA,57.05462
2016-10-11,1-BAY,48.02522
2016-10-11,2-NY,46.40789
2016-10-11,4-LA,60.53201
2016-10-11,5-CHI,48.25089
2016-10-11,6-DAL,60.77233
2016-10-11,7-HOU,56.17288
2016-10-11,8-ATL,62.96582
2016-10-11,9-MIA,58.78669
2016-10-10,1-BAY,53.13438
2016-10-10,2-NY,47.4088
2016-10-10,4-LA,54.29166
2016-10-10,5-CHI,55.94761
2016-10-10,6-DAL,57.45869
2016-10-10,7-HOU,55.67948
2016-10-10,8-ATL,44.57929
2016-10-10,9-MIA,64.12359
2016-10-09,1-BAY,46.14195
2016-10-09,2-NY,59.56597
2016-10-09,4-LA,46.40107
2016-10-09,5-CHI,59.45313
2016-10-09,6-DAL,56.97371
2016-10-09,7-HOU,51.80046
2016-10-09,8-ATL,66.93491
2016-10-09,9-MIA,55.85033
2016-10-08,1-BAY,50.4179
2016-10-08,2-NY,41.50788
2016-10-08,4-LA,54.94941
2016-10-08,5-CHI,51.23805
2016-10-08,6-DAL,59.34191
2016-10-08,7-HOU,44.72378
2016-10-08,8-ATL,54.59518
2016-10-08,9-MIA,54.50765
2016-10-07,1-BAY,43.97209
2016-10-07,2-NY,35.13492
2016-10-07,4-LA,60.64064
2016-10-07,5-CHI,44.37482
2016-10-07,6-DAL,57.01428
2016-10-07,7-HOU,55.74786
2016-10-07,8-ATL,47.69134
2016-10-06,1-BAY,45.98845
2016-10-06,2-NY,48.43545
2016-10-06,4-LA,57.50043
2016-10-06,5-CHI,51.886
2016-10-06,6-DAL,49.73921
2016-10-06,7-HOU,47.80708
2016-10-06,8-ATL,51.00196
2016-10-05,1-BAY,47.89616
2016-10-05,2-NY,43.16167
2016-10-05,4-LA,48.15495
2016-10-05,5-CHI,53.1501
2016-10-05,6-DAL,56.63598
2016-10-05,7-HOU,66.65273
2016-10-05,8-ATL,56.16033
2016-10-05,9-MIA,19.89039
2016-10-04,1-BAY,53.14813
2016-10-04,2-NY,42.76147
2016-10-04,4-LA,51.69712
2016-10-04,5-CHI,63.26505
2016-10-04,6-DAL,55.96882
2016-10-04,7-HOU,54.57784
2016-10-04,8-ATL,59.0663
2016-10-04,9-MIA,44.49314
2016-10-03,1-BAY,48.14594
2016-10-03,2-NY,44.27921
2016-10-03,4-LA,45.35075
2016-10-03,5-CHI,58.98644
2016-10-03,6-DAL,41.76854
2016-10-03,7-HOU,60.30372
2016-10-03,8-ATL,51.94244
2016-10-03,9-MIA,52.84563
2016-10-02,1-BAY,44.46314
2016-10-02,2-NY,47.73143
2016-10-02,4-LA,35.23344
2016-10-02,5-CHI,45.44592
2016-10-02,6-DAL,58.8496
2016-10-02,7-HOU,44.45132
2016-10-02,8-ATL,47.48455
2016-10-02,9-MIA,54.94621
2016-10-01,1-BAY,44.16469
2016-10-01,2-NY,50.08897
2016-10-01,4-LA,44.42615
2016-10-01,5-CHI,47.4719
2016-10-01,6-DAL,61.89172
2016-10-01,7-HOU,58.40786
2016-10-01,8-ATL,59.61563
2016-10-01,9-MIA,55.69096
2016-09-30,1-BAY,44.29936
2016-09-30,2-NY,57.43427
2016-09-30,4-LA,47.01841
2016-09-30,5-CHI,47.87715
2016-09-30,6-DAL,50.02976
2016-09-30,7-HOU,41.0381
2016-09-30,8-ATL,49.15156
2016-09-30,9-MIA,42.71913
2016-09-29,1-BAY,45.34638
2016-09-29,2-NY,37.39841
2016-09-29,4-LA,60.63516
2016-09-29,5-CHI,52.20727
2016-09-29,6-DAL,43.10788
2016-09-29,7-HOU,49.87504
2016-09-29,8-ATL,53.8895
2016-09-29,9-MIA,63.38905
2016-09-28,1-BAY,46.4392
2016-09-28,2-NY,38.82381
2016-09-28,4-LA,51.64893
2016-09-28,5-CHI,46.33935
2016-09-28,6-DAL,45.85576
2016-09-28,7-HOU,32.50573
2016-09-28,8-ATL,38.7137
2016-09-28,9-MIA,49.50832
2016-09-27,1-BAY,49.59395
2016-09-27,2-NY,34.59243
2016-09-27,4-LA,50.09422
2016-09-27,5-CHI,42.00952
2016-09-27,6-DAL,54.34217
2016-09-27,7-HOU,38.86321
2016-09-27,8-ATL,37.24438
2016-09-27,9-MIA,57.52427
2016-09-26,1-BAY,50.30034
2016-09-26,2-NY,47.10657
2016-09-26,4-LA,52.93953
2016-09-26,5-CHI,48.85848
2016-09-26,6-DAL,42.08062
2016-09-26,7-HOU,50.17108
2016-09-26,8-ATL,33.27356
2016-09-26,9-MIA,53.46442
2016-09-25,1-BAY,49.78554
2016-09-25,2-NY,50.19267
2016-09-25,4-LA,39.1975
2016-09-25,5-CHI,53.82124
2016-09-25,6-DAL,59.91012
2016-09-25,7-HOU,43.76088
2016-09-25,8-ATL,48.23011
2016-09-25,9-MIA,59.8963
2016-09-24,1-BAY,52.17844
2016-09-24,2-NY,47.18013
2016-09-24,4-LA,53.84724
2016-09-24,5-CHI,59.50659
2016-09-24,6-DAL,65.46636
2016-09-24,7-HOU,46.17014
2016-09-24,8-ATL,51.56822
2016-09-24,9-MIA,43.15513
2016-09-23,1-BAY,43.6478
2016-09-23,2-NY,43.9726
2016-09-23,4-LA,53.37989
2016-09-23,5-CHI,56.114
2016-09-23,6-DAL,49.13615
2016-09-23,7-HOU,42.94877
2016-09-23,8-ATL,33.62774
2016-09-23,9-MIA,41.30784
2016-09-22,1-BAY,28.20009
2016-09-22,2-NY,13.20747
2016-09-22,4-LA,29.08591
2016-09-22,5-CHI,14.08939
2016-09-22,6-DAL,14.38347
2016-09-22,7-HOU,32.17325
2016-09-22,8-ATL,15.68737
2016-09-22,9-MIA,14.88236
2016-09-21,1-BAY,18.09098
2016-09-21,2-NY,15.5098
2016-09-21,4-LA,23.01638
2016-09-21,5-CHI,16.5123
2016-09-21,6-DAL,37.18059
2016-09-21,7-HOU,27.95558
2016-09-21,8-ATL,16.31243
2016-09-21,9-MIA,25.17007
2016-09-20,1-BAY,17.27821
2016-09-20,2-NY,16.08957
2016-09-20,4-LA,18.98083
2016-09-20,5-CHI,19.91874
2016-09-20,6-DAL,47.07931
2016-09-20,7-HOU,29.3997
2016-09-20,8-ATL,27.59909
2016-09-20,9-MIA,32.17167
2016-09-19,1-BAY,19.66421
2016-09-19,2-NY,23.36348
2016-09-19,4-LA,19.84842
2016-09-19,5-CHI,11.22449
2016-09-19,6-DAL,21.48306
2016-09-19,7-HOU,17.04086
2016-09-19,8-ATL,29.3317
2016-09-19,9-MIA,23.33116
2016-09-18,1-BAY,20.83719
2016-09-18,2-NY,18.82564
2016-09-18,4-LA,18.75075
2016-09-18,5-CHI,31.28464
2016-09-18,6-DAL,27.8975
2016-09-18,7-HOU,22.00064
2016-09-18,8-ATL,32.11733
2016-09-18,9-MIA,14.99893
2016-09-17,1-BAY,24.74899
2016-09-17,2-NY,23.00756
2016-09-17,4-LA,22.35581
2016-09-17,5-CHI,39.59159
2016-09-17,6-DAL,46.72591
2016-09-17,7-HOU,33.56061
2016-09-17,8-ATL,25.05927
2016-09-17,9-MIA,21.77535
2016-09-16,1-BAY,19.71737
2016-09-16,2-NY,14.25055
2016-09-16,4-LA,27.8078
2016-09-16,5-CHI,35.40685
2016-09-16,6-DAL,45.51482
2016-09-16,7-HOU,45.67641
2016-09-16,8-ATL,28.46527
2016-09-16,9-MIA,29.08736
2016-09-15,1-BAY,21.40417
2016-09-15,2-NY,29.65093
2016-09-15,4-LA,27.41615
2016-09-15,5-CHI,26.66512
2016-09-15,6-DAL,50.90131
2016-09-15,7-HOU,63.19688
2016-09-15,8-ATL,52.01389
2016-09-14,1-BAY,30.71593
2016-09-14,2-NY,15.7576
2016-09-14,5-CHI,43.81681
2016-09-14,6-DAL,23.85667
2016-09-14,7-HOU,49.55333
2016-09-14,8-ATL,41.67924
2016-09-13,1-BAY,23.06919
2016-09-13,2-NY,27.83148
2016-09-13,4-LA,18.7375
2016-09-13,6-DAL,50.35208
2016-09-13,7-HOU,50.62
2016-09-13,8-ATL,41.81265
2016-09-13,9-MIA,32.61477
2016-09-12,1-BAY,28.80616
2016-09-12,2-NY,27.68395
2016-09-12,4-LA,29.39694
2016-09-12,5-CHI,56.87546
2016-09-12,6-DAL,53.85594
2016-09-12,7-HOU,27.69616
2016-09-12,8-ATL,55.03951
2016-09-12,9-MIA,22.81013
2016-09-11,1-BAY,33.83756
2016-09-11,2-NY,17.17656
2016-09-11,5-CHI,30.91144
2016-09-11,6-DAL,52.60095
2016-09-11,7-HOU,34.08881
2016-09-11,8-ATL,42.4946
2016-09-10,1-BAY,45.02706
2016-09-10,2-NY,23.06414
2016-09-10,4-LA,31.67472
2016-09-10,6-DAL,51.35208
2016-09-10,7-HOU,40.31472
2016-09-10,8-ATL,47.04889
2016-09-10,9-MIA,27.93977
2016-09-09,1-BAY,25.90057
2016-09-09,2-NY,41.24337
2016-09-09,4-LA,65.123
2016-09-09,5-CHI,64.86944
2016-09-09,6-DAL,47.64448
2016-09-09,7-HOU,68.74201
2016-09-09,8-ATL,62.5053
2016-09-09,9-MIA,35.75633
2016-09-08,1-BAY,29.75495
2016-09-08,2-NY,42.14379
2016-09-08,4-LA,30.42861
2016-09-08,5-CHI,51.84173
2016-09-08,6-DAL,44.70362
2016-09-08,7-HOU,39.45581
2016-09-08,8-ATL,38.42921
2016-09-08,9-MIA,31.3601
2016-09-07,1-BAY,43.91471
2016-09-07,2-NY,22.84155
2016-09-07,4-LA,32.94616
2016-09-07,5-CHI,40.75833
2016-09-07,6-DAL,45.42994
2016-09-07,7-HOU,36.43418
2016-09-07,8-ATL,38.49736
2016-09-07,9-MIA,36.19803
2016-09-06,1-BAY,34.57498
2016-09-06,2-NY,36.28751
2016-09-06,4-LA,36.12258
2016-09-06,5-CHI,46.56841
2016-09-06,6-DAL,52.77033
2016-09-06,7-HOU,34.86832
2016-09-06,8-ATL,68.42104
2016-09-06,9-MIA,40.39479
2016-09-04,1-BAY,45.41864
2016-09-04,2-NY,38.43674
2016-09-04,4-LA,42.61412
2016-09-04,5-CHI,25.25868
2016-09-04,6-DAL,48.64731
2016-09-04,7-HOU,27.42031
2016-09-04,8-ATL,28.46709
2016-09-04,9-MIA,38.01256
2016-09-03,1-BAY,32.0993
2016-09-03,2-NY,20.7212
2016-09-03,4-LA,49.19855
2016-09-03,5-CHI,48.88053
2016-09-03,6-DAL,60.11497
2016-09-03,7-HOU,44.67493
2016-09-03,8-ATL,44.58349
2016-09-03,9-MIA,33.52382
2016-09-02,1-BAY,43.05619
2016-09-02,2-NY,26.8148
2016-09-02,4-LA,49.28721
2016-09-02,5-CHI,28.37396
2016-09-02,6-DAL,49.13221
2016-09-02,7-HOU,57.03585
2016-09-02,8-ATL,59.07646
2016-09-02,9-MIA,39.14569
2016-09-01,1-BAY,29.68815
2016-09-01,2-NY,27.02322
2016-09-01,4-LA,32.02429
2016-09-01,5-CHI,36.24892
2016-09-01,6-DAL,36.64205
2016-09-01,7-HOU,45.15819
2016-09-01,8-ATL,36.82157
2016-09-01,9-MIA,45.75017
2016-08-31,1-BAY,32.81547
2016-08-31,2-NY,19.78408
2016-08-31,4-LA,34.7101
2016-08-31,5-CHI,50.08048
2016-08-31,6-DAL,34.28422
2016-08-31,7-HOU,20.13893
2016-08-31,8-ATL,22.29882
2016-08-31,9-MIA,39.78889
2016-08-30,1-BAY,32.71719
2016-08-30,2-NY,26.19296
2016-08-30,4-LA,32.41732
2016-08-30,5-CHI,57.77543
2016-08-30,6-DAL,35.62821
2016-08-30,7-HOU,48.97585
2016-08-30,8-ATL,42.08098
2016-08-30,9-MIA,37.38289
2016-08-29,1-BAY,33.98478
2016-08-29,2-NY,25.50838
2016-08-29,4-LA,36.29082
2016-08-29,5-CHI,54.02055
2016-08-29,6-DAL,53.55612
2016-08-29,7-HOU,54.79397
2016-08-29,8-ATL,35.84979
2016-08-29,9-MIA,41.04818
2016-08-28,1-BAY,42.99296
2016-08-28,2-NY,17.3456
2016-08-28,4-LA,43.71717
2016-08-28,5-CHI,47.1522
2016-08-28,6-DAL,54.55139
2016-08-28,7-HOU,31.5849
2016-08-28,8-ATL,57.84806
2016-08-28,9-MIA,50.14288
2016-08-27,1-BAY,49.35083
2016-08-27,2-NY,20.6973
2016-08-27,4-LA,39.21307
2016-08-27,5-CHI,19.97101
2016-08-27,6-DAL,36.846
2016-08-27,7-HOU,34.52368
2016-08-27,8-ATL,72.46389
2016-08-27,9-MIA,19.60871
2016-08-26,1-BAY,52.18776
2016-08-26,2-NY,38.17902
2016-08-26,4-LA,44.22022
2016-08-26,5-CHI,41.16515
2016-08-26,6-DAL,48.09345
2016-08-26,7-HOU,52.10578
2016-08-26,8-ATL,50.93151
2016-08-26,9-MIA,28.23194
2016-08-25,1-BAY,35.50644
2016-08-25,2-NY,22.1121
2016-08-25,4-LA,43.7708
2016-08-25,5-CHI,47.17753
2016-08-25,6-DAL,36.48381
2016-08-25,7-HOU,35.41988
2016-08-25,8-ATL,33.04859
2016-08-25,9-MIA,34.22289
2016-08-24,1-BAY,28.63475
2016-08-24,2-NY,35.33554
2016-08-24,4-LA,33.30753
2016-08-24,5-CHI,35.99058
2016-08-24,6-DAL,35.77342
2016-08-24,7-HOU,34.45912
2016-08-24,8-ATL,33.15139
2016-08-24,9-MIA,53.96163
2016-08-23,1-BAY,21.55136
2016-08-23,2-NY,33.52522
2016-08-23,4-LA,35.59942
2016-08-23,5-CHI,36.90818
2016-08-23,6-DAL,33.79153
2016-08-23,7-HOU,48.65767
2016-08-23,8-ATL,31.15054
2016-08-23,9-MIA,40.91066
2016-08-22,1-BAY,30.9837
2016-08-22,2-NY,29.48012
2016-08-22,4-LA,36.20215
2016-08-22,5-CHI,45.79159
2016-08-22,6-DAL,38.38056
2016-08-22,7-HOU,33.11327
2016-08-22,8-ATL,40.36892
2016-08-22,9-MIA,43.11778
2016-08-21,1-BAY,50.61214
2016-08-21,2-NY,22.46556
2016-08-21,4-LA,52.44533
2016-08-21,5-CHI,28.18452
2016-08-21,6-DAL,33.59046
2016-08-21,7-HOU,43.0269
2016-08-21,8-ATL,40.83214
2016-08-21,9-MIA,50.34611
2016-08-20,1-BAY,45.74122
2016-08-20,2-NY,36.96094
2016-08-20,4-LA,57.88121
2016-08-20,5-CHI,33.08167
2016-08-20,6-DAL,35.42922
2016-08-20,7-HOU,44.66857
2016-08-20,8-ATL,38.69043
2016-08-20,9-MIA,27.49371
2016-08-19,1-BAY,35.54683
2016-08-19,2-NY,23.42994
2016-08-19,4-LA,31.25806
2016-08-19,5-CHI,39.08591
2016-08-19,6-DAL,29.68546
2016-08-19,7-HOU,45.0959
2016-08-19,8-ATL,55.57623
2016-08-19,9-MIA,36.49991
2016-08-18,1-BAY,29.90342
2016-08-18,2-NY,24.08875
2016-08-18,4-LA,33.82778
2016-08-18,5-CHI,64.24035
2016-08-18,6-DAL,47.51973
2016-08-18,7-HOU,54.3362
2016-08-18,8-ATL,50.77677
2016-08-18,9-MIA,34.6224
2016-08-17,1-BAY,34.66664
2016-08-17,2-NY,21.08434
2016-08-17,4-LA,44.13462
2016-08-17,5-CHI,47.55556
2016-08-17,6-DAL,51.36897
2016-08-17,7-HOU,50.28387
2016-08-17,8-ATL,57.59183
2016-08-17,9-MIA,61.53738
2016-08-16,1-BAY,39.50954
2016-08-16,2-NY,17.29536
2016-08-16,4-LA,42.0822
2016-08-16,5-CHI,37.56615
2016-08-16,6-DAL,51.47157
2016-08-16,7-HOU,53.96088
2016-08-16,8-ATL,72.36316
2016-08-16,9-MIA,49.37241
2016-08-15,1-BAY,45.63316
2016-08-15,2-NY,24.57262
2016-08-15,4-LA,41.29949
2016-08-15,5-CHI,58.33327
2016-08-15,6-DAL,47.04427
2016-08-15,7-HOU,61.7266
2016-08-15,8-ATL,48.95054
2016-08-15,9-MIA,52.58686
2016-08-14,1-BAY,64.85997
2016-08-14,2-NY,29.5552
2016-08-14,4-LA,40.31442
2016-08-14,5-CHI,67.58516
2016-08-14,6-DAL,54.5429
2016-08-14,7-HOU,47.26771
2016-08-14,8-ATL,39.98778
2016-08-14,9-MIA,41.46305
2016-08-13,1-BAY,53.99932
2016-08-13,2-NY,22.4258
2016-08-13,4-LA,60.30683
2016-08-13,5-CHI,66.10018
2016-08-13,6-DAL,51.4084
2016-08-13,7-HOU,69.75127
2016-08-13,8-ATL,48.18857
2016-08-13,9-MIA,67.13086
2016-08-12,1-BAY,37.86038
2016-08-12,2-NY,51.72764
2016-08-12,4-LA,63.07339
2016-08-12,5-CHI,51.14004
2016-08-12,6-DAL,64.42699
2016-08-12,7-HOU,65.1822
2016-08-12,8-ATL,59.57002
2016-08-12,9-MIA,41.15655
2016-08-11,1-BAY,35.06901
2016-08-11,2-NY,15.89787
2016-08-11,4-LA,58.28323
2016-08-11,5-CHI,50.0649
2016-08-11,6-DAL,46.76037
2016-08-11,7-HOU,18.91752
2016-08-11,8-ATL,56.69352
2016-08-11,9-MIA,44.99481
2016-08-10,1-BAY,36.76803
2016-08-10,2-NY,18.06984
2016-08-10,4-LA,52.27813
2016-08-10,5-CHI,50.52919
2016-08-10,6-DAL,44.3848
2016-08-10,7-HOU,26.8062
2016-08-10,8-ATL,56.98121
2016-08-10,9-MIA,31.33621
2016-08-09,1-BAY,32.8349
2016-08-09,2-NY,22.78634
2016-08-09,4-LA,36.65696
2016-08-09,5-CHI,46.26222
2016-08-09,6-DAL,51.02951
2016-08-09,7-HOU,37.08007
2016-08-09,8-ATL,59.76222
2016-08-09,9-MIA,23.70202
2016-08-08,1-BAY,53.47483
2016-08-08,2-NY,32.5897
2016-08-08,4-LA,43.1821
2016-08-08,5-CHI,64.14931
2016-08-08,7-HOU,9.22634
2016-08-08,8-ATL,66.53086
2016-08-07,1-BAY,52.41957
2016-08-07,2-NY,32.29974
2016-08-07,4-LA,38.3523
2016-08-07,6-DAL,46.59861
2016-08-06,1-BAY,42.88537
2016-08-06,2-NY,47.81674
2016-08-06,4-LA,34.67398
2016-08-06,5-CHI,19.87963
2016-08-06,6-DAL,63.22879
2016-08-05,1-BAY,53.16341
2016-08-05,2-NY,43.75878
2016-08-05,4-LA,49.81169
2016-08-05,5-CHI,25.3373
2016-08-05,6-DAL,36.67906
2016-08-05,7-HOU,49.95833
2016-08-05,8-ATL,31.32275
2016-08-05,9-MIA,28.92424
2016-08-04,1-BAY,44.25823
2016-08-04,2-NY,25.40932
2016-08-04,4-LA,52.20179
2016-08-04,5-CHI,36.40278
2016-08-04,6-DAL,34.67222
2016-08-04,7-HOU,44.73611
2016-08-04,8-ATL,36.59829
2016-08-04,9-MIA,33.75833
2016-08-03,1-BAY,35.09191
2016-08-03,2-NY,29.46285
2016-08-03,4-LA,42.96442
2016-08-03,5-CHI,49.57449
2016-08-03,6-DAL,16.21296
2016-08-03,7-HOU,43.70139
2016-08-03,8-ATL,37.26389
2016-08-03,9-MIA,33.55208
2016-08-02,1-BAY,33.24983
2016-08-02,2-NY,30.34809
2016-08-02,4-LA,29.61728
2016-08-02,5-CHI,52.19213
2016-08-02,6-DAL,38.78793
2016-08-01,1-BAY,35.81688
2016-08-01,2-NY,25.28867
2016-08-01,4-LA,35.0866
2016-08-01,5-CHI,86.18519
2016-08-01,6-DAL,36.45509
