"zone","max_vtt","avg_vtt","std_vtt","max_ptt","avg_ptt","std_ptt","max_pttpv","avg_pttpv","std_pttpv","max_ttt","avg_ttt","std_ttt"
"LA-A",150.15,38.4792510165361,19.6848457271832,180.326666684945,31.4628463236382,21.5253834911525,125.615000001589,11.4131030518382,12.8709496877006,196.008333353201,49.8923540683744,23.9640690454457
"LA-B",114.333333333333,44.2003051305428,22.3832829541095,151.823333334923,27.4920945530748,21.9466999446631,101.290833334128,9.82633397743071,12.7855445357989,162.716666682561,54.0266391079736,26.2553955218297
